id	name	add_name	description	popup
6674	Sealed Imperial Crusader Breastplate		u,Sealed Imperial Crusader Breastplate. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6675	Sealed Imperial Crusader Gaiters		u,Sealed Imperial Crusader Gaiters. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6676	Sealed Imperial Crusader Gauntlet		u,Sealed Imperial Crusader Gauntlets. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6677	Sealed Imperial Crusader Boots		u,Sealed Imperial Crusader Boots. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6679	Sealed Imperial Crusader Helmet		u,Sealed Imperial Crusader Helmet. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6680	Sealed Draconic Leather Armor		u,Sealed Draconic Leather Armor. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6681	Sealed Draconic Leather Glove		u,Sealed Draconic Leather Gloves. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6682	Sealed Draconic Leather Boots		u,Sealed Draconic Leather Boots. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6683	Sealed Draconic Leather Helmet		u,Sealed Draconic Leather Helmet. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6684	Sealed Major Arcana Robe		u,Sealed Major Arcana Robe. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6685	Sealed Major Arcana Glove		u,Sealed Major Arcana Gloves. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6686	Sealed Major Arcana Boots		u,Sealed Major Arcana Boots. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6687	Sealed Major Arcana Circlet		u,Sealed Major Arcana Circlets. Печать может быть снята с помощью Blacksmith of Mammon.\0	-1
6724	Sealed Tateossian Earring 		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def+3 и MP+31\0	-1
6725	Sealed Tateossian Ring		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M.Def. +2 и MP+21.\0	-1
6726	Sealed Tateossian Necklace		u,Печать может быть снята с помощью Blacksmith of Mammon. Если печать снята: M. Def+4 и MP+42.\0	-1
6834	Circlet of Innadrill		u,Daffodil Mark Circlet. Может носить только Лорд Innadril Castle и члены клана, но не альянса.\0	-1
6835	Circlet of Dion		u,Torchlight Mark Circlet. Может носить только Лорд Dion Castle и члены клана, но не альянса.\0	-1
6836	Circlet of Goddard		u,Shield Mark Circlet. Может носить только Лорд Goddard Castle и члены клана, но не альянса.\0	-1
6837	Circlet of Oren		u,Tower Mark Circlet. Может носить только Лорд Oren Castle и члены клана, но не альянса.\0	-1
6838	Circlet of Gludio		u,Three-swords Mark Circlet. Может носить только Лорд Gludio Castle и члены клана, но не альянса.\0	-1
6839	Circlet of Giran		u,Cross Mark Circlet. Может носить только Лорд Giran Castle и члены клана, но не альянса.\0	-1
6840	Circlet of Aden		u,Lion Mark Circlet. Может носить только Лорд Aden Castle и члены клана, но не альянса.\0	-1
6841	Crown of Lord		u,Украшения для Лорда замка\0	-1
6842	Wings of Destiny Circlet		u,Украшения для Героя.\0	-1
6843	Cat Ear		u,Кошачьи ушки. Украшение\0	-1
6844	Lady's Hair Pin		u,Женское украшение\0	-1
6845	Pirate's Eye Patch		u,Повязка на глаза\0	-1
6846	Monocle		u,Монокль\0	-1
7059	Hair Accessory for Events		u,Только для Тайванцев.\0	-1
7060	Tateossian Hairband		u,Tateossian Повязка\0	-1
7680	Raccoon Ear		u,Ушки енота. Украшение\0	-1
7681	Outlaw's Eyepatch		u,Красная повязка на глаза\0	-1
7682	Maiden's Hairpin		u,Розовая заколка. Только для девушек\0	-1
7683	Rabbit Ear		u,Кроличьи ушки\0	-1
7694	Noblesse Tiara		u,Украшение для Noblesse.\0	-1
7695	Forget-me-not Hairpin		u,Заколка с цветком. Только для девушек.\0	-1
7696	Daisy Hairpin		u,Заколка с ромашкой. Только для девушек.\0	-1
7836	Santa's Hat		u,Шапка Деда Мороза, с новым годом!\0	-1
7837	Gold-line Mask		u,Маска с золотой линией.\0	-1
1	Short Sword		a,	-1
2	Long Sword		a,	-1
3	Broadsword		a,	-1
4	Club		a,	-1
5	Mace		a,	-1
6	Apprentice's Wand		a,	-1
7	Apprentice's Rod		a,	-1
8	Willow Staff		a,	-1
9	Cedar Staff		a,	-1
10	Dagger		a,	-1
11	Bone Dagger		a,	-1
12	Knife		a,	-1
13	Short Bow		a,	-1
14	Bow		a,	-1
15	Short Spear		a,	-1
16	Long Spear		a,	-1
18	Leather Shield		a,	-1
19	Small Shield		a,	-1
20	Buckler		a,	-1
66	Gladius		a,	-1
67	Orcish Sword		a,	-1
68	Falchion		a,	-1
69	Bastard Sword		a,	-1
70	Claymore		a,	-1
71	Flamberge		u,Может иметь следующие специальные возможности: Critical Damage, Focus или Light. \0	-1
72	Stormbringer		u,Может иметь следующие специальные возможности: Critical Anger, Focus или Light.\0	-1
73	Shamshir		u,Может иметь следующие специальные возможности: Guidance, Back Blow, Rsk. Or Evasion.\0	-1
74	Katana		u,Может иметь следующие специальные возможности: Focus, Critical Damage или Haste.\0	-1
75	Caliburs		u,Может иметь следующие специальные возможности: Guidance, Focus или Critical Damage.\0	-1
76	Sword of Delusion		u,Может иметь следующие специальные возможности: Focus, Health, Rsk. Or Haste.\0	-1
77	Tsurugi		u,Может иметь следующие специальные возможности: Focus, Critical Damage или Haste.\0	-1
78	Great Sword		u,Может иметь следующие специальные возможности: Health, Critical Damage или Focus.\0	-1
79	Sword of Damascus		u,Может иметь следующие специальные возможности: Focus, Critical Damage или Haste.\0	-1
80	Tallum Blade		u,Может иметь следующие специальные возможности: Critical Poison, Haste или Anger.\0	-1
81	Dragon Slayer		u,Может иметь следующие специальные возможности: Health, Critical Bleed или Critical Drain.\0	-1
82	God's Blade		a,	-1
83	Sword of Magic		a,	-1
84	Homunkulus's Sword		u,Может иметь следующие специальные возможности: Acumen, Conversion или Paralyze.\0	-1
85	Phantom Sword		a,	-1
86	Tomahawk		a,	-1
87	Iron Hammer		a,	-1
88	Morning Star		a,	-1
89	Big Hammer		u,Может иметь следующие специальные возможности: Health, Rsk. Focus или Haste.\0	-1
90	Goat Head Staff		a,	-1
91	Heavy War Axe		u,Может иметь следующие специальные возможности: Anger, Health, или Rsk. Focus.\0	-1
92	Sprite's Staff		u,Может иметь следующие специальные возможности: Regeneration, Mental Shield или Hold.\0	-1
93	Winged Spear		a,	-1
94	Bec de Corbin		u,Может иметь следующие специальные возможности: Critical Stun, Long Blow или Light.\0	-1
95	Poleaxe		u,Может иметь следующие специальные возможности: Critical Stun, Long Blow или Wide Blow.\0	-1
96	Scythe		u,Может иметь следующие специальные возможности: Anger, Critical Stun или Light.\0	-1
97	Lance		u,Может иметь следующие специальные возможности: Anger, Critical Stun или Long Blow.\0	-1
98	Halberd		u,Может иметь следующие специальные возможности: Haste, Critical Stun или Wide Blow.\0	-1
99	Apprentice's Spellbook		a,	-1
100	Voodoo Doll		a,	-1
101	Scroll of Wisdom		a,	-1
102	Round Shield		a,	-1
103	Tower Shield		a,	-1
104	Shield of Victory		a,	-1
105	Implosion Shield		a,	-1
106	Dark Dragon Shield		a,	-1
107	Composite Shield		u,Часть composite set.\0	-1
108	Masterpiece Shield		a,	-1
109	Shield of Solar Eclipse		a,	-1
110	Doom Shield		u,Часть heavy doom set.\0	-1
111	Shield of Pledge		a,	-1
120	Sword of Reflection		a,	-1
121	Sword of Watershadow		a,	-1
122	Handmade Sword		a,	-1
123	Saber		a,	-1
124	Two-Handed Sword		a,	-1
125	Spinebone Sword		a,	-1
126	Artisan's Sword		a,	-1
127	Crimson Sword		a,	-1
128	Knight's Sword		a,	-1
129	Sword of Revolution		a,	-1
130	Elven Sword		a,	-1
131	Spirit Sword		u,Может иметь следующие специальные возможности: Critical Damage, Critical Poison или Haste\0	-1
132	Sword of Limit		u,Может иметь следующие специальные возможности: Guidance, Critical Drain, или Health.\0	-1
133	Raid Sword		u,Может иметь следующие специальные возможности: Focus, Critical Drain или Critical Poison\0	-1
134	Sword of Nightmare		u,Может иметь следующие специальные возможности: Health, Focus, или Light.\0	-1
135	Samurai Longsword		u,Может иметь следующие специальные возможности: Focus, Critical Damage или Haste.\0	-1
136	Blade of Serenity		a,	-1
137	Mist Sword		a,	-1
138	Sword of Desert		a,	-1
139	Dusk Sword		a,	-1
140	Eminence Sword		a,	-1
141	Hazard Sword		a,	-1
142	Keshanberk		u,Может иметь следующие специальные возможности: Guidance, Focus или Back Blow\0	-1
143	Sword of Mystic		a,	-1
144	Sword of Occult		a,	-1
145	Sword of Whispering Death		u,Может иметь следующие специальные возможности: Empower, Magic Power или Magic Silence.\0	-1
146	Ghoulbane		a,	-1
147	Tear of Darkness		a,	-1
148	Sword of Valhalla		u,Может иметь следующие специальные возможности: Acumen, Magic Weakness или Magic Regeneration.\0	-1
149	Sword of Life		a,	-1
150	Elemental Sword		u,Может иметь следующие специальные возможности: Magic Power, Magic Paralyze или Empower.\0	-1
151	Sword of Miracles 		u,Может иметь следующие специальные возможности: Magic Power, Magic Silence или Acumen.\0	-1
152	Heavy Chisel		a,	-1
153	Sickle		a,	-1
154	Dwarven Mace		a,	-1
155	Buzdygan		a,	-1
156	Hand Axe		a,	-1
157	Spiked Club		a,	-1
158	Tarbar		a,	-1
159	Bonebreaker		a,	-1
160	Battle Axe		u,Может иметь следующие специальные возможности: Anger, Rsk. Focus или Haste.\0	-1
161	Silver Axe		u,Может иметь следующие специальные возможности: Anger, Rsk. Focus или Haste.\0	-1
